az,mail,site,name,address,phone,categories,rating,reviews,latitude,longitude,placeid,website,claimed,opening_hours,addr1,addr2,addr3,addr4,addr5,addr6,addr7,thumbnail,search_string,state,upname,similar
ChIJ4XiJndoXoUcRq7mFoAOHQ5g,ula@gmail.com,https://www.dinese.de/pages/wagaya-hof,Wagaya Hof,"Altstadt 3, 95028 Hof, Germany",+49 9281 8337992,Asian fusion restaurant,4.6,431.0,50.31840820000001,11.9162129,ChIJ4XiJndoXoUcRq7mFoAOHQ5g,https://www.dinese.de/pages/wagaya-hof,yes,"Wednesday: 11:30AM–2:30PM, Thursday: 11:30AM–2:30PM, Friday: 11:30AM–2:30PM, Saturday: 11:30AM–2:30PM, Sunday: 11:30AM–2:30PM, Monday: 5–10PM, Tuesday: 11:30AM–2:30PM",,Altstadt 3,Altstadt 3,Hof,95028.0,,DE,https://lh5.googleusercontent.com/p/AF1QipM1oJxBePNR2M2chnTzaXL8LbZp5896zGMeSmky=w114-h86-k-no,restaurants,Bayern,WAGAYA HOF,0.3478260869565217
ChIJoaxfmv_1dEcRkcUx9Luo3pk,info@wagners-restaurant.com,http://www.wagners-restaurant.com/,Wagner`s Restaurant,"Bräugasse 29, 94032 Passau, Germany",+49 851 337300,German restaurant,3.8,10.0,48.5744,13.4733001,ChIJoaxfmv_1dEcRkcUx9Luo3pk,http://www.wagners-restaurant.com/,no,,Ilzstadt,Bräugasse 29,Bräugasse 29,Passau,94032.0,,DE,https://lh5.googleusercontent.com/p/AF1QipNydW4zmYjC6W54jFhlTxZq-2XquSspB4IPixFg=w152-h86-k-no,"restaurants near Passau, Germany",Bayern,WAGNER`S RESTAURANT,0.6521739130434783
ChIJtVbSahd5nEcRgU69zYy3SfE,vasb@nyytnrhnegubgry.qr,http://www.allgaeuarthotel.de/geniessen-und-schlemmen.html,Waldbeere,"Alpenstraße 9, 87435 Kempten (Allgäu), Germany",,Restaurant,4.5,6.0,47.7196815,10.3132586,ChIJtVbSahd5nEcRgU69zYy3SfE,http://www.allgaeuarthotel.de/geniessen-und-schlemmen.html,no,"Wednesday: 6–9PM, Thursday: 6–9PM, Friday: 6–9PM, Saturday: 6–9PM, Sunday: 6–9PM, Monday: 6–9PM, Tuesday: 6–9PM",,Alpenstraße 9,Alpenstraße 9,Kempten,87435.0,,DE,https://lh5.googleusercontent.com/p/AF1QipPS68n82BBtD7N5rguzMinHhNqRfApB1Lh1wS5_=w153-h86-k-no,"restaurants near Kempten, Germany",Bayern,WALDBEERE,0.25
ChIJf6_gBKJ7nkcRUzSe7ECXsSw,info@waldfrieden-kaffeetscherl.de,http://www.waldfrieden-kaffeetscherl.de/,Waldfrieden Kaffeetscherl,"Waldfriedenstraße 55, 85241 Hebertshausen, Germany",+49 8131 3347773,"Cafe, Bar, Beer garden, Brunch restaurant",4.8,14.0,48.2935803,11.483288400000001,ChIJf6_gBKJ7nkcRUzSe7ECXsSw,http://www.waldfrieden-kaffeetscherl.de/,yes,"Wednesday: Closed, Thursday: 10AM–5:30PM, Friday: 10AM–5:30PM, Saturday: 10AM–5:30PM, Sunday: 10AM–5:30PM, Monday: Closed, Tuesday: Closed",Deutenhofen,Waldfriedenstraße 55,Waldfriedenstraße 55,Hebertshausen,85241.0,,DE,https://lh5.googleusercontent.com/p/AF1QipM0XhsD8MCLU9KeL_r2ErAC1um6f5dDbIAyCpJG=w129-h86-k-no,"restaurants,",Bayern,WALDFRIEDEN KAFFEETSCHERL,0.7586206896551724
ChIJUw2243GNnkcRWGQ42NVxdkk,info@Waldgasthof-Burghof.de,https://www.waldgasthof-burghof.de/,Waldgasthof Burghof,"Staufenstraße 2, 86551 Aichach, Germany",+49 8251 50099,Restaurant,4.4,165.0,48.46732,11.1731499,ChIJUw2243GNnkcRWGQ42NVxdkk,https://www.waldgasthof-burghof.de/,yes,"Wednesday: 5–10PM, Thursday: 5–10PM, Friday: 5–10PM, Saturday: 5–10PM, Sunday: 11AM–2PM, Monday: Closed, Tuesday: Closed",Oberwittelsbach,Staufenstraße 2,Staufenstraße 2,Aichach,86551.0,,DE,https://lh5.googleusercontent.com/p/AF1QipOXWSAT7MoZpc2NjHuYvCQnQ6SZ8GYKPqokhvbH=w86-h115-k-no,"restaurants,",Bayern,WALDGASTHOF BURGHOF,0.7826086956521741
ChIJr89n-hv4okcRlERALNmtnxA,as3836@app-smart.de,https://waldgaststaette-tv-jahn.de/9862?utm_source=google&utm_medium=mybusiness&utm_campaign=gb,Waldgaststätte TV Jahn Schweinfurt,"Ernst-Paul-Straße 6, 97422 Schweinfurt, Germany",+49 9721 3869200,"Meat dish restaurant, BBQ area, Fast food restaurant, Italian restaurant, Takeout restaurant, Pizza restaurant",3.5,162.0,50.0669708,10.2443151,ChIJr89n-hv4okcRlERALNmtnxA,https://waldgaststaette-tv-jahn.de/9862?utm_source=google&utm_medium=mybusiness&utm_campaign=gb,yes,"Wednesday: 10AM–12AM, Thursday: 10AM–12AM, Friday: 10AM–12AM, Saturday: 10AM–12AM, Sunday: 10AM–12AM, Monday: Closed, Tuesday: 10AM–12AM",,Ernst-Paul-Straße 6,Ernst-Paul-Straße 6,Schweinfurt,97422.0,,DE,https://lh5.googleusercontent.com/p/AF1QipPZ2OQVm9LCqBxHGAUfWv0ItdBlM82JrcT936eS=w152-h86-k-no,"restaurants near Schweinfurt, Germany",Bayern,WALDGASTSTÄTTE TV JAHN SCHWEINFURT,0.2222222222222222
ChIJ70HcXbqenkcRLVuR17jpkz0,info@emax-food.de,http://www.waldgaststaette-friedenau.com/,Waldgaststätte Friedenau,"Friedenaustraße 22, 86415 Mering, Germany",+49 8233 8478425,"Beer garden, Bavarian restaurant, Restaurant",4.5,472.0,48.26542,10.95304,ChIJ70HcXbqenkcRLVuR17jpkz0,http://www.waldgaststaette-friedenau.com/,yes,"Wednesday: Closed, Thursday: Closed, Friday: Closed, Saturday: Closed, Sunday: Closed, Monday: Closed, Tuesday: Closed",,Friedenaustraße 22,Friedenaustraße 22,Mering,86415.0,,DE,https://lh5.googleusercontent.com/p/AF1QipNSECW0FiVi53QhtUNylS6gBrR9fxZql2fF6knT=w152-h86-k-no,"restaurants,",Bayern,WALDGASTSTÄTTE FRIEDENAU,0.1951219512195122
ChIJpwjIoM27nkcRtsKhK8tEXlE,info@waldgaststaette-peterhof.de,http://www.waldgaststaette-peterhof.de/,Waldgaststätte Peterhof,"Am Peterhof 1, 86368 Gersthofen/ Peterhof, Germany",+49 8230 7743,"Beer garden, German restaurant, Hiking area",4.4,482.0,48.442877100000004,10.7805578,ChIJpwjIoM27nkcRtsKhK8tEXlE,http://www.waldgaststaette-peterhof.de/,yes,"Saturday: 11AM–11:30PM, Sunday: 11AM–11:30PM, Monday: Closed, Tuesday: Closed, Wednesday: 11AM–11:30PM, Thursday: 11AM–11:30PM, Friday: 11AM–11:30PM",,Am Peterhof 1,Am Peterhof 1,Gersthofen/ Peterhof,86368.0,,DE,https://lh5.googleusercontent.com/p/AF1QipO0Q_n-sJwpJw1moeFnxLTFiaENqHnFJ1hfqAN_=w129-h86-k-no,"restaurants,",Bayern,WALDGASTSTÄTTE PETERHOF,0.6909090909090909
ChIJMzw53-m5nUcRb_srrSlLK5E,waldhausamfohnsee@gmail.com,http://fohnsee.de/,Waldhaus am Fohnsee,"Fohnseeweg 30, 82393 Iffeldorf, Germany",+49 8856 6094277,Restaurant,4.2,454.0,47.779649400000004,11.3162266,ChIJMzw53-m5nUcRb_srrSlLK5E,http://fohnsee.de/,yes,"Saturday: 11:30AM–5PM, Sunday: 11:30AM–5PM, Monday: Closed, Tuesday: Closed, Wednesday: Closed, Thursday: Closed, Friday: 11:30AM–5PM",,Fohnseeweg 30,Fohnseeweg 30,Iffeldorf,82393.0,,DE,https://lh5.googleusercontent.com/p/AF1QipOcker8OL5qrMQIyDw8H4pf5q5th27eOS3oNUqV=w129-h86-k-no,"restaurants,",Bayern,WALDHAUS AM FOHNSEE,0.6521739130434783
ChIJd8cwbvoMm0cRk4r7toFil00,info@mexikaner-waldschenke.de,http://www.mexikaner-waldschenke.de/,Waldschenke Mexikanisches Steakhaus,"Leiblachstraße 69, 88138 Sigmarszell, Germany",+49 8382 9420920,"Restaurant, Mexican restaurant",4.7,546.0,47.5558773,9.745097,ChIJd8cwbvoMm0cRk4r7toFil00,http://www.mexikaner-waldschenke.de/,yes,"Wednesday: Closed, Thursday: Closed, Friday: Closed, Saturday: Closed, Sunday: Closed, Monday: Closed, Tuesday: Closed",,Leiblachstraße 69,Leiblachstraße 69,Sigmarszell,88138.0,,DE,https://lh5.googleusercontent.com/p/AF1QipMiX-9w7W87icEQIkDVzQBeFHWVRhfRvYjMWMJ3=w152-h86-k-no,"restaurants,",Bayern,WALDSCHENKE MEXIKANISCHES STEAKHAUS,0.34375
ChIJpZsM22xcn0cRUZnLQXMLu6E,elke.boehm@brueckkanal.com,https://brueckkanal.com/,Waldschänke Brückkanal,"Am Brückkanal 3, 90537 Feucht, Germany",+49 9128 4326,"Beer garden, Franconian restaurant",4.3,1998.0,49.3545894,11.2070089,ChIJpZsM22xcn0cRUZnLQXMLu6E,https://brueckkanal.com/,yes,"Wednesday: Closed, Thursday: Closed, Friday: 11AM–9PM, Saturday: 11AM–9PM, Sunday: 11AM–9PM, Monday: Closed, Tuesday: Closed",,Am Brückkanal 3,Am Brückkanal 3,Feucht,90537.0,,DE,https://lh5.googleusercontent.com/p/AF1QipP4tJl3R5Vv1wZmyAMbJkkU2HoVypr9ZUqXe1pH=w152-h86-k-no,"restaurants,",Bayern,WALDSCHÄNKE BRÜCKKANAL,0.4583333333333333
ChIJf2DA4-l7oUcRXzuomQ7KuJo,Waldschaenke-im-stuebental@web.de,http://www.waldschaenkeimstuebental.de/,Waldschänke im Stübental,"Stüben 4, 96317 Kronach, Germany",+49 9261 3086802,Restaurant,4.8,417.0,50.2222176,11.3447638,ChIJf2DA4-l7oUcRXzuomQ7KuJo,http://www.waldschaenkeimstuebental.de/,no,"Wednesday: Closed, Thursday: Closed, Friday: 5–10PM, Saturday: 5–10PM, Sunday: 11AM–10PM, Monday: Closed, Tuesday: Closed",Stüben,Stüben 4,Stüben 4,Kronach,96317.0,,DE,https://lh5.googleusercontent.com/p/AF1QipMuICprCZiP0p_WVsyovmQsiQsPFXz3q4UD4iqZ=w86-h152-k-no,"restaurants,",Bayern,WALDSCHÄNKE IM STÜBENTAL,0.6666666666666666
ChIJmfdXC-Jan0cRG9AYKJiFdRE,info@cucit.de,http://www.cucit.de/,Waldschänke Ristorante Cucina Italiana,"Schwander Str. 10, 90530 Wendelstein, Germany",+49 9129 4020202,"Italian restaurant, Pizza takeaway",4.6,248.0,49.345,11.1283332,ChIJmfdXC-Jan0cRG9AYKJiFdRE,http://www.cucit.de/,yes,"Wednesday: 11:30AM–2PM, Thursday: 11:30AM–2PM, Friday: 11:30AM–2PM, Saturday: 11:30AM–2PM, Sunday: 11AM–2:30PM, Monday: Closed, Tuesday: 11:30AM–2PM",Großschwarzenlohe,Schwander Str. 10,Schwander Str. 10,Wendelstein,90530.0,,DE,https://lh5.googleusercontent.com/p/AF1QipOW3A0HJaaognfz7yvbUObHNbAzamAC84GIUZs7=w114-h86-k-no,"restaurants,",Bayern,WALDSCHÄNKE RISTORANTE CUCINA ITALIANA,0.2352941176470588
ChIJpUkxCNNAn0cRyj_nA_H8wxQ,waldseestuben@googlemail.com,http://waldseestuben.jimdo.com/,Waldsee Stuben,"Badstraße 37, 91154 Roth, Germany",+49 9171 8908291,Restaurant,4.3,26.0,49.188309999999994,11.12405,ChIJpUkxCNNAn0cRyj_nA_H8wxQ,http://waldseestuben.jimdo.com/,yes,"Wednesday: 5–10PM, Thursday: 11AM–2PM, Friday: 11AM–2PM, Saturday: 11AM–2PM, Sunday: 11AM–2PM, Monday: 5–10PM, Tuesday: 5–10PM",Wallesau,Badstraße 37,Badstraße 37,Roth,91154.0,,DE,https://lh5.googleusercontent.com/p/AF1QipNcWDCXVByscc7S8Xkxt5KcwdtVTnnQ6kbaxpml=w152-h86-k-no,"restaurants,",Bayern,WALDSEE STUBEN,0.5238095238095238
ChIJ-eiNOGGSnkcRLblGPztNc6E,service@wandelbar.cc,http://www.wandelbar.cc/,WANDELBAR - Café Bar Restaurant,"Werlbergerstraße 14, 86551 Aichach, Germany",+49 8251 872520,"Restaurant, Bar, Coffee shop, Lounge",4.4,514.0,48.457396,11.129091,ChIJ-eiNOGGSnkcRLblGPztNc6E,http://www.wandelbar.cc/,yes,"Wednesday: 10AM–11PM, Thursday: 10AM–11PM, Friday: 10AM–1AM, Saturday: 10AM–1AM, Sunday: Closed, Monday: Closed, Tuesday: 10AM–11PM",,Werlbergerstraße 14,Werlbergerstraße 14,Aichach,86551.0,,DE,https://lh5.googleusercontent.com/p/AF1QipN33Dr1PdCsJgiyRsoXGcQ6xjgDhkiihcBjcQwC=w141-h86-k-no,"restaurants,",Bayern,WANDELBAR - CAFÉ BAR RESTAURANT,0.1568627450980392
ChIJO2WfrXLBn0cRwpw0F7-YQh8,hello@wanderlust-regensburg.de,http://www.wanderlust-regensburg.de/,Wanderlust,"Blaue-Lilien-Gasse 4, 93047 Regensburg, Germany",+49 941 38225807,"Takeout restaurant, Bar, Breakfast restaurant, Pub",4.7,235.0,49.020698,12.0957623,ChIJO2WfrXLBn0cRwpw0F7-YQh8,http://www.wanderlust-regensburg.de/,yes,"Wednesday: 10AM–12AM, Thursday: 10AM–12AM, Friday: 10AM–1AM, Saturday: 10AM–1AM, Sunday: 10AM–10PM, Monday: 10AM–12AM, Tuesday: 10AM–12AM",,Blaue-Lilien-Gasse 4,Blaue-Lilien-Gasse 4,Regensburg,93047.0,,DE,https://lh5.googleusercontent.com/p/AF1QipPgMMD8mRO3b0TLJ99EZ54Z02zjl9bmQD-2CwRj=w114-h86-k-no,restaurants Regensburg,Bayern,WANDERLUST,0.45
ChIJHUNLJVG9nkcRPpZAbGdaW7w,kundenservice@sushi-watami.de,http://sushi-watami.de/,WATAMI Sushi & Grill,"Hery-Park 3000, 86368 Gersthofen, Germany",+49 821 90795110,"Restaurant, Japanese restaurant, Sushi restaurant",4.6,1017.0,48.4237965,10.8656535,ChIJHUNLJVG9nkcRPpZAbGdaW7w,http://sushi-watami.de/,yes,"Saturday: 12–2:30PM, Sunday: 12–2:30PM, Monday: Closed, Tuesday: 12–2:30PM, Wednesday: 12–2:30PM, Thursday: 12–2:30PM, Friday: 12–3PM",,Hery-Park 3000,Hery-Park 3000,Gersthofen,86368.0,,DE,https://lh5.googleusercontent.com/p/AF1QipPcvpQdkvNnuN5ukL-lIrudiIcq8d1sstaFidaM=w152-h86-k-no,"restaurants,",Bayern,WATAMI SUSHI & GRILL,0.20408163265306126
ChIJh1PonCmQokcRThm-3P_euFI,khan-1984@outlook.de,http://www.watan-afghanisches-restaurant.com/,Watan,"Dürerstraße 6, 97072 Würzburg, Germany",+49 931 40471414,Afghani restaurant,4.4,278.0,49.7913915,9.945512,ChIJh1PonCmQokcRThm-3P_euFI,http://www.watan-afghanisches-restaurant.com/,yes,"Wednesday: 5–9PM, Thursday: 5–9PM, Friday: 5–9PM, Saturday: 12–9PM, Sunday: 12–9PM, Monday: 5–9PM, Tuesday: 5–9PM",Altstadt,Dürerstraße 6,Dürerstraße 6,Würzburg,97072.0,,DE,https://lh5.googleusercontent.com/p/AF1QipOBx0a2DO-coqnWN1OxJw3CqFoZaKJSlCKgjr4_=w86-h98-k-no,restaurants Würzburg,Bayern,WATAN,0.16
ChIJx8VyR_jym0cRb8hN5PoB8x0,weinstube@weber-am-bach.de,https://www.weber-am-bach.de/,Weber am Bach,"Untere Bachgasse 2, 87700 Memmingen, Germany",+49 8331 2414,"Family restaurant, Restaurant",4.6,301.0,47.9852524,10.180774900000001,ChIJx8VyR_jym0cRb8hN5PoB8x0,https://www.weber-am-bach.de/,no,"Wednesday: 11AM–2PM, Thursday: 11AM–2PM, Friday: 11AM–2PM, Saturday: 11AM–2PM, Sunday: 11AM–2PM, Monday: 5:30–11PM, Tuesday: 11AM–2PM",,Untere Bachgasse 2,Untere Bachgasse 2,Memmingen,87700.0,,DE,https://lh5.googleusercontent.com/p/AF1QipMg7DmuEvRfZ8U2sjMU5v70t3RX-oVHShkajUq_=w152-h86-k-no,"restaurants,",Bayern,WEBER AM BACH,0.4615384615384616
ChIJIVaeRj4jnEcRZdtsvYMCLoU,info@webers-sb-restaurant.de,http://www.webers-sb-restaurant.de/,Webers-SB-Restaurant,"Max-Planck-Straße 1, 86899 Landsberg am Lech, Germany",+49 1514 2520715,"Restaurant, German restaurant, Takeout restaurant, Snack bar",4.8,60.0,48.06296500000001,10.860955800000001,ChIJIVaeRj4jnEcRZdtsvYMCLoU,http://www.webers-sb-restaurant.de/,yes,"Wednesday: 7AM–3PM, Thursday: 7AM–3PM, Friday: 7AM–3PM, Saturday: 8AM–3PM, Sunday: Closed, Monday: 7AM–3PM, Tuesday: 7AM–3PM",,Max-Planck-Straße 1,Max-Planck-Straße 1,Landsberg am Lech,86899.0,,DE,https://lh5.googleusercontent.com/p/AF1QipOUUKQbdMIovtjSHKV4MLn0NDvTVjjrspLc5EYQ=w152-h86-k-no,"restaurants,",Bayern,WEBERS-SB-RESTAURANT,0.6666666666666666
ChIJY5lABOhjnkcRk1ds24ffnvk,info@weichser-buergerstubn.de,https://weichser-buergerstubn.de/,Weichser Bürgerstube,"Fränkinger Str. 14, 85258 Weichs, Germany",+49 8136 8930613,"Restaurant, Beer garden, German restaurant",4.3,33.0,48.3828735,11.411697300000002,ChIJY5lABOhjnkcRk1ds24ffnvk,https://weichser-buergerstubn.de/,yes,"Wednesday: 12–2PM, Thursday: 12–2PM, Friday: 12–2PM, Saturday: 12–10PM, Sunday: 12–9PM, Monday: 12–2PM, Tuesday: 12–2PM",,Fränkinger Str. 14,Fränkinger Str. 14,Weichs,85258.0,,DE,https://lh5.googleusercontent.com/p/AF1QipP_ZRtfRFwdnKxFgvitSLvqiM8c-v7dlcNsQLJc=w128-h86-k-no,restaurants,Bayern,WEICHSER BÜRGERSTUBE,0.6530612244897959
ChIJzV1bya_kokcRcP8qz7aqnfA,weinbau-brand@gmx.de,https://www.weinbau-brand.de/impressum/,Weinbau Kurt Brand. Heckenwirtschaft / Straußwirtschaft,"Kiesweg 2, 97717 Euerdorf, Germany",+49 9704 842,Restaurant,4.5,47.0,50.1503958,10.0666105,ChIJzV1bya_kokcRcP8qz7aqnfA,https://www.weinbau-brand.de/impressum/,yes,"Saturday: 2–10PM, Sunday: 2–10PM, Monday: Closed, Tuesday: Closed, Wednesday: Closed, Thursday: Closed, Friday: 6–10PM",Wirmsthal,Kiesweg 2,Kiesweg 2,Euerdorf,97717.0,,DE,https://lh5.googleusercontent.com/p/AF1QipM1mzZUJnQQ-4maUoHQSuLAX4yrSzQYq29aDqs=w114-h86-k-no,"restaurants,",Bayern,WEINBAU KURT BRAND. HECKENWIRTSCHAFT / STRAUSSWIRTSCHAFT,0.32
ChIJ1QCcnE9Wn0cRVvY82nnetbs,contact@wein-klang.com,https://www.weinklangristorantino.com/,Weinklang - Nürnberg,"Johannisstraße 130, 90419 Nürnberg, Germany",+49 911 91947480,"Restaurant, Cafe, Dessert restaurant, European restaurant, Function room facility, Italian restaurant, Meat dish restaurant, Noodle shop, Pizza restaurant, Wine bar",4.7,149.0,49.4610861,11.054088900000002,ChIJ1QCcnE9Wn0cRVvY82nnetbs,https://www.weinklangristorantino.com/,yes,"Wednesday: 6PM–12AM, Thursday: 6PM–12AM, Friday: 6PM–12AM, Saturday: 6PM–12AM, Sunday: Closed, Monday: Closed, Tuesday: 6PM–12AM",Mitte,Johannisstraße 130,Johannisstraße 130,Nuremberg,90419.0,,DE,https://lh5.googleusercontent.com/p/AF1QipPYdhQCGwrbtzVdHUOE2FAH68XMZ1MKmSnNoaKK=w152-h86-k-no,restaurants,Bayern,WEINKLANG - NÜRNBERG,0.3809523809523809
ChIJQ1pM-rF7nkcRg9Jl_ncDEBA,info@weinraum-dachau.de,https://weinraum-dachau.de/,Weinraum,"Klosterstraße 1A, 85221 Dachau, Germany",+49 8131 3183874,"Restaurant, Bar, Wine store",4.6,71.0,48.25930870000001,11.4331021,ChIJQ1pM-rF7nkcRg9Jl_ncDEBA,https://weinraum-dachau.de/,yes,"Wednesday: 6–11PM, Thursday: 6–11PM, Friday: 6–11PM, Saturday: 6–11PM, Sunday: Closed, Monday: Closed, Tuesday: 6–11PM",,Klosterstraße 1A,Klosterstraße 1A,Dachau,85221.0,,DE,https://lh5.googleusercontent.com/p/AF1QipNo2D71NqESRkcs0TmuASh7JG7pW7y_i0DYj3cC=w114-h86-k-no,restaurants,Bayern,WEINRAUM,0.4516129032258064
ChIJ3UY9qC2joUcR8uGG20bivuE,Weinrich-bayreuth@web.de,https://www.weinrich-bayreuth.de/,Weinrich Küche & Wein,"Mainstraße 5, 95444 Bayreuth, Germany",+49 921 16326886,Restaurant,4.9,25.0,49.947737,11.5755406,ChIJ3UY9qC2joUcR8uGG20bivuE,https://www.weinrich-bayreuth.de/,yes,"Wednesday: 4:30PM–12AM, Thursday: 4:30PM–12AM, Friday: 4:30PM–12AM, Saturday: 4:30PM–12AM, Sunday: Closed, Monday: Closed, Tuesday: 4:30PM–12AM",Schießhaus,Mainstraße 5,Mainstraße 5,Bayreuth,95444.0,,DE,https://lh5.googleusercontent.com/p/AF1QipOIe4heQXcCoACTry13yvWUtQzRs9saKiRUWRsz=w86-h129-k-no,"restaurants near Bayreuth, Germany",Bayern,WEINRICH KÜCHE & WEIN,0.4444444444444444
ChIJ67WpLQ55nEcRxvHNEIBR2T4,info@hensler-kempten.de,http://www.hensler-kempten.de/,Weinstube Hensler,"Vogtstraße 8, 87435 Kempten (Allgäu), Germany",+49 831 59094565,Restaurant,4.8,120.0,47.72557000000001,10.31775,ChIJ67WpLQ55nEcRxvHNEIBR2T4,http://www.hensler-kempten.de/,yes,"Wednesday: 5PM–12AM, Thursday: 5PM–12AM, Friday: 5PM–12AM, Saturday: Closed, Sunday: Closed, Monday: 5PM–12AM, Tuesday: 5PM–12AM",,Vogtstraße 8,Vogtstraße 8,Kempten,87435.0,,DE,https://lh5.googleusercontent.com/p/AF1QipMVbBDf05Ey3Ja5Dy9A87EEqjW8YPDifYcpQLwc=w114-h86-k-no,"restaurants near Kempten, Germany",Bayern,WEINSTUBE HENSLER,0.4
ChIJqRmrUeVHvUcRYXty1YZCjFM,info@weinstube-kitz.de,https://weinstube-kitz.de/,Weinstube Kitz,"Treibgasse 19, 63739 Aschaffenburg, Germany",+49 6021 23326,"Restaurant, Wine bar",4.6,293.0,49.9769726,9.1436873,ChIJqRmrUeVHvUcRYXty1YZCjFM,https://weinstube-kitz.de/,yes,"Wednesday: 5–11PM, Thursday: 5–11PM, Friday: 5–11PM, Saturday: 5–11PM, Sunday: 5–10PM, Monday: 5–11PM, Tuesday: 5–11PM",Innenstadt,Treibgasse 19,Treibgasse 19,Aschaffenburg,63739.0,,DE,https://lh5.googleusercontent.com/p/AF1QipM5rjT9YLrd2CAaZXuWw2p360I98dLWmQvSIORF=w86-h152-k-no,"restaurants near Aschaffenburg, Germany",Bayern,WEINSTUBE KITZ,0.6111111111111112
ChIJFx0l3OVHvUcRrc5dTOnD0Ww,info@weinstube-zum-windfang.de,http://weinstube-zum-windfang.de/,Weinstube zum Windfang - Aschaffenburg,"Dalbergstraße 55, 63739 Aschaffenburg, Germany",+49 6021 29092,"Restaurant, Bar, Dessert restaurant, European restaurant, Function room facility, German restaurant, Takeout restaurant, Meat dish restaurant, Wine bar",4.5,66.0,49.9726,9.14334,ChIJFx0l3OVHvUcRrc5dTOnD0Ww,http://weinstube-zum-windfang.de/,yes,,Innenstadt,Dalbergstraße 55,Dalbergstraße 55,Aschaffenburg,63739.0,,DE,https://lh5.googleusercontent.com/p/AF1QipMdAk3mfIcRrXQlpovO9_5K8XfpUzTT-tDaKXf2=w86-h86-k-no-pi-10-ya119.25725-ro-0-fo100,"restaurants near Aschaffenburg, Germany",Bayern,WEINSTUBE ZUM WINDFANG - ASCHAFFENBURG,0.5588235294117647
ChIJvefnaur3okcRAp67-KgbS40,hess-deutschland@t-online.de,http://www.weinstube-hess.de/,Weinstube-Restaurant Hess,"Fischerrain 67, 97421 Schweinfurt, Germany",+49 9721 185888,German restaurant,4.8,99.0,50.0423777,10.2333896,ChIJvefnaur3okcRAp67-KgbS40,http://www.weinstube-hess.de/,yes,"Wednesday: 6–10PM, Thursday: 6–10PM, Friday: 6–10PM, Saturday: 6–10PM, Sunday: Closed, Monday: Closed, Tuesday: 6–10PM",,Fischerrain 67,Fischerrain 67,Schweinfurt,97421.0,,DE,https://lh5.googleusercontent.com/p/AF1QipNHsHXZ2H9M9cinDOcCM4Lg8VO_9WDkaNEVpBCQ=w86-h114-k-no,"restaurants near Schweinfurt, Germany",Bayern,WEINSTUBE-RESTAURANT HESS,0.11320754716981132
ChIJ1320r9lqnkcRXzHpSUXIXcs,wagner@weissbraeu-huber.de,http://www.weissbraeu-huber.de/,Weißbräu Huber,"General-von-Nagel-Straße 5, 85354 Freising, Germany",+49 8161 548686,Bavarian restaurant,4.4,1955.0,48.4023829,11.748886500000001,ChIJ1320r9lqnkcRXzHpSUXIXcs,http://www.weissbraeu-huber.de/,no,"Wednesday: 11AM–12AM, Thursday: 11AM–1AM, Friday: 11AM–1AM, Saturday: 10AM–12AM, Sunday: 10AM–12AM, Monday: 11AM–12AM, Tuesday: 11AM–12AM",,General-von-Nagel-Straße 5,General-von-Nagel-Straße 5,Freising,85354.0,,DE,https://lh5.googleusercontent.com/p/AF1QipPOKBt6j0j0zXppLwbtl9tYhLSw4r-pDTb71Fc4=w114-h86-k-no,restaurants,Bayern,WEISSBRÄU HUBER,0.45
ChIJuTcbPVH-nkcR1bE-NTwKBqY,info@weissbraeuhaus-in.de,http://weissbraeuhaus-in.de/,Weissbräuhaus zum Herrnbräu,"Dollstraße 3, 85049 Ingolstadt, Germany",+49 841 32890,Bavarian restaurant,4.2,1415.0,48.7633724,11.423738,ChIJuTcbPVH-nkcR1bE-NTwKBqY,http://weissbraeuhaus-in.de/,yes,"Wednesday: 11AM–10PM, Thursday: 11AM–10PM, Friday: 11AM–10PM, Saturday: 11AM–10PM, Sunday: 11AM–10PM, Monday: 11AM–10PM, Tuesday: 11AM–10PM",Altstadt Südwest,Dollstraße 3,Dollstraße 3,Ingolstadt,85049.0,,DE,https://lh5.googleusercontent.com/p/AF1QipMmlWulXlL_PvPAu5t1GgvYDKZlJY1-3AJiNK5P=w114-h86-k-no,restaurants Ingolstadt,Bayern,WEISSBRÄUHAUS ZUM HERRNBRÄU,0.4615384615384616
ChIJzdYFizEqoEcR6xW6-BOpfMU,mail@weissglut.de,http://www.weissglut.de/,Weissglut beef & bar,"Regensburger Str. 1-3, 92224 Amberg, Germany",+49 9621 1720440,"Bar & grill, American restaurant, Breakfast restaurant, Hamburger restaurant",4.2,729.0,49.4443596,11.8642468,ChIJzdYFizEqoEcR6xW6-BOpfMU,http://www.weissglut.de/,yes,"Wednesday: 5–10PM, Thursday: 5–10PM, Friday: 5PM–12AM, Saturday: 4PM–12AM, Sunday: 10AM–2PM, Monday: 5–10PM, Tuesday: 5–10PM",,Regensburger Str. 1-3,Regensburger Str. 1-3,Amberg,92224.0,,DE,https://lh5.googleusercontent.com/p/AF1QipMTa94foJd_-1tBrN9q1djo1DR22-gDliBSpIDe=w86-h114-k-no,"restaurants,",Bayern,WEISSGLUT BEEF & BAR,0.4864864864864865
